x,y,geometry,k_rechov,t_rechov,english_name
34.75579,32.044761,POINT (34.75579 32.044761),3245,אור החיים,OR HAHAYIM
34.834797,32.124262,POINT (34.834797 32.124262),885,יהונתן,YEHONATAN
34.771429,32.042663,POINT (34.771429 32.042663),3000,בן צבי,BEN ZVI
34.771455,32.090277,POINT (34.771455 32.090277),243,ויתקין,VITKIN
34.779831,32.079765,POINT (34.779831 32.079765),311,מגידו,MEGIDDO
34.789446,32.113277,POINT (34.789446 32.113277),2106,אשכול לוי,LEVI ESHKOL
34.800193,32.048009,POINT (34.800193 32.048009),4150,בושם,BOSEM
34.788827,32.070234,POINT (34.788827 32.070234),54,בגין מנחם,BEGIN MENAHEM
34.807689,32.117176,POINT (34.807689 32.117176),964,קלצ'קין,KLATZKIN
34.768324,32.080359,POINT (34.768324 32.080359),25,בן יהודה,BEN-YEHUDA
34.832898,32.127388,POINT (34.832898 32.127388),978,עיר שמש,IR SHEMESH
34.839557,32.115577,POINT (34.839557 32.115577),914,הגולן,HAGOLAN
34.763281,32.053969,POINT (34.763281 32.053969),3358,אולשן יצחק,OLSHAN YITZHAK
34.764474,32.072057,POINT (34.764474 32.072057),27,הירקון,HAYARKON
34.771136,32.091514,POINT (34.771136 32.091514),243,ויתקין,VITKIN
34.771482,32.057626,POINT (34.771482 32.057626),35,לוינסקי,ELHANAN EIB LEVINSKY
34.781373,32.088605,POINT (34.781373 32.088605),228,הר נבו,HAR NEVO
34.803822,32.05059,POINT (34.803822 32.05059),4082,מנחם מדמון,MENAHEM MADMON
34.787892,32.076632,POINT (34.787892 32.076632),472,ויצמן,WEIZMAN
34.803976,32.096401,POINT (34.803976 32.096401),1224,עוזיאל,USIEL
34.767311,32.060624,POINT (34.767311 32.060624),3374,אברבנאל,ABARVANEL
34.836182,32.116004,POINT (34.836182 32.116004),908,רבדים,REVADIM
34.835542,32.11548,POINT (34.835542 32.11548),911,הראל,HAR'EL
34.832881,32.119348,POINT (34.832881 32.119348),878,אמירים,AMIRIM
34.789868,32.091125,POINT (34.789868 32.091125),478,פנקס דוד צבי,PINKAS
34.833951,32.123061,POINT (34.833951 32.123061),891,אהוד,EHUD
34.805116,32.05069,POINT (34.805116 32.05069),4082,מנחם מדמון,MENAHEM MADMON
34.748416,32.049073,POINT (34.748416 32.049073),0,0,UKNOWN
34.790783,32.043228,POINT (34.790783 32.043228),3688,אב,AV
34.794959,32.050789,POINT (34.794959 32.050789),4038,פלטיאל,PALTIEL
34.772107,32.089486,POINT (34.772107 32.089486),243,ויתקין,VITKIN
34.816603,32.11048,POINT (34.816603 32.11048),819,הדר יוסף,HADAR YOSEF
34.7926,32.049882,POINT (34.7926 32.049882),4038,פלטיאל,PALTIEL
34.789278,32.100162,POINT (34.789278 32.100162),800,נמיר מרדכי,NAMIR
34.798624,32.079401,POINT (34.798624 32.079401),725,פאת השולחן,PE'AT HASHULHAN
34.764466,32.056837,POINT (34.764466 32.056837),3358,אולשן יצחק,OLSHAN YITZHAK
34.774629,32.087617,POINT (34.774629 32.087617),254,וילנא,WILNA
34.752085,32.042717,POINT (34.752085 32.042717),0,0,UKNOWN
34.786236,32.115133,POINT (34.786236 32.115133),2106,אשכול לוי,LEVI ESHKOL
34.790131,32.054071,POINT (34.790131 32.054071),626,יציאת אירופה,YETSIAT EUROPA
34.812031,32.112319,POINT (34.812031 32.112319),804,רפידים,REFIDIM
34.760314,32.060735,POINT (34.760314 32.060735),3358,אולשן יצחק,OLSHAN YITZHAK
34.830891,32.127108,POINT (34.830891 32.127108),2002,אבוקה,AVUQA
34.772872,32.086043,POINT (34.772872 32.086043),25,בן יהודה,BEN-YEHUDA
34.793376,32.089155,POINT (34.793376 32.089155),1093,דנין יחזקאל,YEHEZKEL DANIN
34.788991,32.103,POINT (34.788991 32.103),2106,אשכול לוי,LEVI ESHKOL
34.806619,32.055127,POINT (34.806619 32.055127),635,לה גוארדיה,LA-GUARDIA
34.797705,32.051283,POINT (34.797705 32.051283),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.785215,32.080673,POINT (34.785215 32.080673),675,מודיליאני,MODIGLIANI
34.79387,32.097066,POINT (34.79387 32.097066),477,בני דן,BNEI DAN
34.75677,32.046375,POINT (34.75677 32.046375),3245,אור החיים,OR HAHAYIM
34.786361,32.065524,POINT (34.786361 32.065524),1102,צקלג,TSIKLAG
34.791289,32.086684,POINT (34.791289 32.086684),567,הא באייר,HEH B'IYAR
34.768133,32.075231,POINT (34.768133 32.075231),26,בוגרשוב,BOGRASHOV
34.76999,32.071045,POINT (34.76999 32.071045),83,ברנשטיין כהן,BERNSTEIN COHEN
34.782107,32.118758,POINT (34.782107 32.118758),2222,ארצי יצחק,ARTZI ITZHAK
34.822937,32.106454,POINT (34.822937 32.106454),2165,קיציס יוסף,KIZIS
34.78965,32.046103,POINT (34.78965 32.046103),3672,חירותנו,HERUTENU
34.778593,32.043748,POINT (34.778593 32.043748),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.783889,32.066957,POINT (34.783889 32.066957),1102,צקלג,TSIKLAG
34.792709,32.063867,POINT (34.792709 32.063867),637,יד לבנים,YAD LABANIM
34.825299,32.117542,POINT (34.825299 32.117542),831,בנימין מטודלה,BINYAMIN MITODELO
34.806925,32.052169,POINT (34.806925 32.052169),4082,מנחם מדמון,MENAHEM MADMON
34.778525,32.087265,POINT (34.778525 32.087265),265,אמסטרדם,AMSTERDAM
34.789042,32.070213,POINT (34.789042 32.070213),54,בגין מנחם,BEGIN MENAHEM
34.755909,32.047111,POINT (34.755909 32.047111),3245,אור החיים,OR HAHAYIM
34.837985,32.11131,POINT (34.837985 32.11131),914,הגולן,HAGOLAN
34.772236,32.070742,POINT (34.772236 32.070742),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.836084,32.114564,POINT (34.836084 32.114564),913,רמות נפתלי,RAMOT NAFTALI
34.798482,32.085279,POINT (34.798482 32.085279),2227,נתיבי אילון צפון,AYALON NORTH
34.764418,32.056967,POINT (34.764418 32.056967),3358,אולשן יצחק,OLSHAN YITZHAK
34.747727,32.041521,POINT (34.747727 32.041521),0,0,UKNOWN
34.77928,32.09508,POINT (34.77928 32.09508),207,ישעיהו,YESHA'YAHU
34.758015,32.046601,POINT (34.758015 32.046601),3245,אור החיים,OR HAHAYIM
34.789856,32.04827,POINT (34.789856 32.04827),4017,התקוה,HATIKVA
34.829637,32.11219,POINT (34.829637 32.11219),835,תבואות הארץ,TEVUOT HA'ARETS
34.776645,32.052849,POINT (34.776645 32.052849),3786,התנופה,HATNUPHA
34.818428,32.107455,POINT (34.818428 32.107455),971,סומו יהודה,SUMO
34.783193,32.049842,POINT (34.783193 32.049842),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.794771,32.04835,POINT (34.794771 32.04835),4827,4827,4827
34.828235,32.116974,POINT (34.828235 32.116974),875,רביבים,REVIVIM
34.789983,32.090214,POINT (34.789983 32.090214),472,ויצמן,WEIZMAN
34.792414,32.125005,POINT (34.792414 32.125005),2106,אשכול לוי,LEVI ESHKOL
34.796519,32.069849,POINT (34.796519 32.069849),709,עין זיתים,EYN ZEYTIM
34.778899,32.071189,POINT (34.778899 32.071189),8,רוטשילד,ROTHSHILD
34.797734,32.116792,POINT (34.797734 32.116792),2150,טאגור,
34.793869,32.076697,POINT (34.793869 32.076697),2237,מוזס יהודה ונח,MOZES
34.807564,32.046046,POINT (34.807564 32.046046),4150,בושם,BOSEM
34.791414,32.057908,POINT (34.791414 32.057908),644,אלון יגאל,YIG'AL ALLON
34.835422,32.11594,POINT (34.835422 32.11594),912,912,912
34.798509,32.073189,POINT (34.798509 32.073189),700,נחלת יצחק,NAHALT YITZHAK
34.807404,32.124558,POINT (34.807404 32.124558),2208,גרונר דב,GRUNER DOV
34.789955,32.063763,POINT (34.789955 32.063763),637,יד לבנים,YAD LABANIM
34.778095,32.042797,POINT (34.778095 32.042797),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.776295,32.105641,POINT (34.776295 32.105641),496,אבן גבירול,IBN GVIROL
34.79948,32.066612,POINT (34.79948 32.066612),1115,1115,1115
34.826779,32.120563,POINT (34.826779 32.120563),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.769761,32.086172,POINT (34.769761 32.086172),1241,פרי אליעזר,ELIEZER PERI
34.76721,32.077758,POINT (34.76721 32.077758),27,הירקון,HAYARKON
34.809036,32.050726,POINT (34.809036 32.050726),4155,4155,4155
34.788911,32.069941,POINT (34.788911 32.069941),54,בגין מנחם,BEGIN MENAHEM
34.832598,32.122415,POINT (34.832598 32.122415),888,ברק,BARAK
34.819234,32.122971,POINT (34.819234 32.122971),811,הרבסט קרול,KERL HERBST
34.784202,32.06573,POINT (34.784202 32.06573),1102,צקלג,TSIKLAG
34.784619,32.079212,POINT (34.784619 32.079212),462,צייטלין,ZEITLIN
34.785511,32.079968,POINT (34.785511 32.079968),481,דוד המלך,DAVID HAMELLECH
34.831657,32.117628,POINT (34.831657 32.117628),875,רביבים,REVIVIM
34.760804,32.052546,POINT (34.760804 32.052546),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.791425,32.123011,POINT (34.791425 32.123011),2106,אשכול לוי,LEVI ESHKOL
34.764168,32.057929,POINT (34.764168 32.057929),3358,אולשן יצחק,OLSHAN YITZHAK
34.766311,32.063786,POINT (34.766311 32.063786),453,"איל""ן",ILAN
34.755874,32.045021,POINT (34.755874 32.045021),3245,אור החיים,OR HAHAYIM
34.808482,32.04617,POINT (34.808482 32.04617),4146,ששת הימים,SHESHET HAYAMIM
34.786824,32.072243,POINT (34.786824 32.072243),445,קפלן אליעזר,KAPLAN
34.812539,32.116277,POINT (34.812539 32.116277),853,בית חורון,BEYT HORON
34.829891,32.116724,POINT (34.829891 32.116724),876,תירוש,TIROSH
34.767292,32.073933,POINT (34.767292 32.073933),88,פינסקר,PINSKER
34.791184,32.052491,POINT (34.791184 32.052491),4017,התקוה,HATIKVA
34.764143,32.056686,POINT (34.764143 32.056686),3358,אולשן יצחק,OLSHAN YITZHAK
34.76369,32.064009,POINT (34.76369 32.064009),453,"איל""ן",ILAN
34.765513,32.07157,POINT (34.765513 32.07157),88,פינסקר,PINSKER
34.82265,32.109183,POINT (34.82265 32.109183),827,קהילת יאסי,KEHILAT YASSI
34.796924,32.095841,POINT (34.796924 32.095841),610,אונקלוס,ONKELOS
34.793482,32.08863,POINT (34.793482 32.08863),523,הציונות,HATZIONUT
34.759914,32.061763,POINT (34.759914 32.061763),453,"איל""ן",ILAN
34.787839,32.069278,POINT (34.787839 32.069278),54,בגין מנחם,BEGIN MENAHEM
34.79114,32.102966,POINT (34.79114 32.102966),800,נמיר מרדכי,NAMIR
34.786287,32.065755,POINT (34.786287 32.065755),1102,צקלג,TSIKLAG
34.793007,32.046294,POINT (34.793007 32.046294),4827,4827,4827
34.766994,32.078015,POINT (34.766994 32.078015),27,הירקון,HAYARKON
34.775243,32.061627,POINT (34.775243 32.061627),54,בגין מנחם,BEGIN MENAHEM
34.787012,32.055352,POINT (34.787012 32.055352),625,החותרים,HACHOTRIM
34.792939,32.100935,POINT (34.792939 32.100935),800,נמיר מרדכי,NAMIR
34.840031,32.116032,POINT (34.840031 32.116032),2074,הצנחנים,HA-ZANHANIM
34.78256,32.121377,POINT (34.78256 32.121377),2222,ארצי יצחק,ARTZI ITZHAK
34.762391,32.04455,POINT (34.762391 32.04455),3245,אור החיים,OR HAHAYIM
34.798013,32.059187,POINT (34.798013 32.059187),1115,1115,1115
34.800099,32.061874,POINT (34.800099 32.061874),635,לה גוארדיה,LA-GUARDIA
34.838082,32.1184,POINT (34.838082 32.1184),2029,בית אל,BEYT-EL
34.78266,32.060247,POINT (34.78266 32.060247),400,הר ציון,HAR TSIYON
34.79159,32.077882,POINT (34.79159 32.077882),673,סולד הנרייטה,SZOLD HENRIETTA
34.801467,32.113002,POINT (34.801467 32.113002),941,לבנון חיים,LEBANON HAYIM
34.830798,32.114512,POINT (34.830798 32.114512),829,פתחיה מרגנשבורג,PETAHYA MEREGENSBURG
34.801898,32.048366,POINT (34.801898 32.048366),4082,מנחם מדמון,MENAHEM MADMON
34.783605,32.054371,POINT (34.783605 32.054371),375,יון מצולה,YEVEN METSULA
34.782977,32.077295,POINT (34.782977 32.077295),334,השופטים,HA-SHOFTIM
34.783588,32.060288,POINT (34.783588 32.060288),35,לוינסקי,ELHANAN EIB LEVINSKY
34.838323,32.120263,POINT (34.838323 32.120263),2075,נהריים,NAHARAYIM
34.763495,32.060939,POINT (34.763495 32.060939),3358,אולשן יצחק,OLSHAN YITZHAK
34.775459,32.073217,POINT (34.775459 32.073217),26,בוגרשוב,BOGRASHOV
34.786357,32.082164,POINT (34.786357 32.082164),546,סוטין,SOUTINE
34.777376,32.099144,POINT (34.777376 32.099144),203,התערוכה,HATARUCHA
34.828021,32.118276,POINT (34.828021 32.118276),875,רביבים,REVIVIM
34.783345,32.055188,POINT (34.783345 32.055188),375,יון מצולה,YEVEN METSULA
34.804625,32.123069,POINT (34.804625 32.123069),947,חיל המשמר,HEL MISHMAR
34.792098,32.099068,POINT (34.792098 32.099068),800,נמיר מרדכי,NAMIR
34.790284,32.115058,POINT (34.790284 32.115058),2251,זריצקי,ZARITZKY
34.780446,32.068789,POINT (34.780446 32.068789),8,רוטשילד,ROTHSHILD
34.770384,32.060769,POINT (34.770384 32.060769),364,הר סיני,HAR SINAI
34.76744,32.071669,POINT (34.76744 32.071669),88,פינסקר,PINSKER
34.822651,32.112007,POINT (34.822651 32.112007),806,מבצע קדש,MIVZA KADESH
34.839869,32.113353,POINT (34.839869 32.113353),803,ולנברג ראול,VALENBERG
34.779937,32.040807,POINT (34.779937 32.040807),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.831303,32.109016,POINT (34.831303 32.109016),914,הגולן,HAGOLAN
34.802615,32.046736,POINT (34.802615 32.046736),4150,בושם,BOSEM
34.812292,32.12252,POINT (34.812292 32.12252),852,מסקין אהרון,MESKIN
34.775315,32.057945,POINT (34.775315 32.057945),35,לוינסקי,ELHANAN EIB LEVINSKY
34.78766,32.068957,POINT (34.78766 32.068957),54,בגין מנחם,BEGIN MENAHEM
34.768926,32.070111,POINT (34.768926 32.070111),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.794998,32.060835,POINT (34.794998 32.060835),637,יד לבנים,YAD LABANIM
34.813022,32.051897,POINT (34.813022 32.051897),4195,ליבנה אליעזר,LIVNEH
34.799751,32.090334,POINT (34.799751 32.090334),2227,נתיבי אילון צפון,AYALON NORTH
34.745536,32.047577,POINT (34.745536 32.047577),0,0,UKNOWN
34.758997,32.053874,POINT (34.758997 32.053874),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.825118,32.12383,POINT (34.825118 32.12383),2003,"יוגב כרמי ד""ר",YOGEV KARMI DR.
34.785263,32.109387,POINT (34.785263 32.109387),2112,האוזנר דב,HAUSNER
34.794025,32.095425,POINT (34.794025 32.095425),1251,הרצוג,HERZOG
34.807924,32.048447,POINT (34.807924 32.048447),4146,ששת הימים,SHESHET HAYAMIM
34.784038,32.056962,POINT (34.784038 32.056962),375,יון מצולה,YEVEN METSULA
34.798053,32.108542,POINT (34.798053 32.108542),985,ברודצקי,BRODETCKY
34.753736,32.05097,POINT (34.753736 32.05097),0,0,UKNOWN
34.811376,32.057228,POINT (34.811376 32.057228),4155,4155,4155
34.756664,32.053465,POINT (34.756664 32.053465),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.788527,32.058588,POINT (34.788527 32.058588),537,המעפילים,HAMA'APILIM
34.785478,32.059098,POINT (34.785478 32.059098),625,החותרים,HACHOTRIM
34.794511,32.083339,POINT (34.794511 32.083339),800,נמיר מרדכי,NAMIR
34.798804,32.081897,POINT (34.798804 32.081897),54,בגין מנחם,BEGIN MENAHEM
34.769652,32.055286,POINT (34.769652 32.055286),3374,אברבנאל,ABARVANEL
34.776522,32.083961,POINT (34.776522 32.083961),279,"אד""ם הכהן",ADAM HAKOHEN
34.78753,32.072064,POINT (34.78753 32.072064),54,בגין מנחם,BEGIN MENAHEM
34.781067,32.047277,POINT (34.781067 32.047277),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.775467,32.073891,POINT (34.775467 32.073891),26,בוגרשוב,BOGRASHOV
34.791741,32.09435,POINT (34.791741 32.09435),502,יהודה המכבי,YEHUDA HAMAKABI
34.775098,32.047391,POINT (34.775098 32.047391),3786,התנופה,HATNUPHA
34.799837,32.114848,POINT (34.799837 32.114848),2025,הופיין,HOOFIEN
34.801094,32.119362,POINT (34.801094 32.119362),2084,גייגר,GEIGER
34.785547,32.090913,POINT (34.785547 32.090913),478,פנקס דוד צבי,PINKAS
34.790671,32.052804,POINT (34.790671 32.052804),4017,התקוה,HATIKVA
34.834244,32.108529,POINT (34.834244 32.108529),914,הגולן,HAGOLAN
34.7933,32.099871,POINT (34.7933 32.099871),800,נמיר מרדכי,NAMIR
34.779827,32.047326,POINT (34.779827 32.047326),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.798558,32.128789,POINT (34.798558 32.128789),2190,פיינשטיין מאיר,FEINSTEIN
34.787332,32.057426,POINT (34.787332 32.057426),625,החותרים,HACHOTRIM
34.777744,32.052095,POINT (34.777744 32.052095),375,יון מצולה,YEVEN METSULA
34.775481,32.06301,POINT (34.775481 32.06301),8,רוטשילד,ROTHSHILD
34.806412,32.119195,POINT (34.806412 32.119195),955,קוממיות,KOMEMUYUT
34.769819,32.079835,POINT (34.769819 32.079835),25,בן יהודה,BEN-YEHUDA
34.777984,32.095684,POINT (34.777984 32.095684),207,ישעיהו,YESHA'YAHU
34.780467,32.059445,POINT (34.780467 32.059445),400,הר ציון,HAR TSIYON
34.777669,32.081414,POINT (34.777669 32.081414),191,שלמה המלך,SHLOMO HAMELEKH
34.797684,32.051724,POINT (34.797684 32.051724),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.804621,32.059469,POINT (34.804621 32.059469),635,לה גוארדיה,LA-GUARDIA
34.75028,32.047599,POINT (34.75028 32.047599),0,0,UKNOWN
34.771336,32.063841,POINT (34.771336 32.063841),364,הר סיני,HAR SINAI
34.777427,32.045518,POINT (34.777427 32.045518),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.787437,32.049358,POINT (34.787437 32.049358),4017,התקוה,HATIKVA
34.760081,32.060488,POINT (34.760081 32.060488),3358,אולשן יצחק,OLSHAN YITZHAK
34.77899,32.079493,POINT (34.77899 32.079493),308,מצפה,MITSPE
34.773647,32.073986,POINT (34.773647 32.073986),87,המליץ,HAME'LIITS
34.77053,32.079823,POINT (34.77053 32.079823),94,סירקין,SIRKIN
34.797717,32.107911,POINT (34.797717 32.107911),985,ברודצקי,BRODETCKY
34.76089,32.054678,POINT (34.76089 32.054678),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.790893,32.104956,POINT (34.790893 32.104956),2106,אשכול לוי,LEVI ESHKOL
34.765398,32.052302,POINT (34.765398 32.052302),3374,אברבנאל,ABARVANEL
34.772503,32.06744,POINT (34.772503 32.06744),14,"מזא""ה",MAZEH
34.758132,32.057545,POINT (34.758132 32.057545),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.786858,32.072776,POINT (34.786858 32.072776),445,קפלן אליעזר,KAPLAN
34.79265,32.047733,POINT (34.79265 32.047733),4827,4827,4827
34.807977,32.04932,POINT (34.807977 32.04932),4146,ששת הימים,SHESHET HAYAMIM
34.829955,32.118076,POINT (34.829955 32.118076),875,רביבים,REVIVIM
34.841665,32.118008,POINT (34.841665 32.118008),2029,בית אל,BEYT-EL
34.773357,32.0458,POINT (34.773357 32.0458),3786,התנופה,HATNUPHA
34.787062,32.076349,POINT (34.787062 32.076349),458,זיו רבקה,ZIV
34.805683,32.060478,POINT (34.805683 32.060478),635,לה גוארדיה,LA-GUARDIA
34.793552,32.045603,POINT (34.793552 32.045603),4827,4827,4827
34.79544,32.062564,POINT (34.79544 32.062564),637,יד לבנים,YAD LABANIM
34.776312,32.105215,POINT (34.776312 32.105215),496,אבן גבירול,IBN GVIROL
34.780779,32.093611,POINT (34.780779 32.093611),190,יהושע בן נון,YEHOSHU'A BEN NUN
34.76664,32.085478,POINT (34.76664 32.085478),1241,פרי אליעזר,ELIEZER PERI
34.772944,32.048606,POINT (34.772944 32.048606),3786,התנופה,HATNUPHA
34.777748,32.056293,POINT (34.777748 32.056293),35,לוינסקי,ELHANAN EIB LEVINSKY
34.779328,32.089886,POINT (34.779328 32.089886),233,"השל""ה",HASHLAH
34.779321,32.085778,POINT (34.779321 32.085778),265,אמסטרדם,AMSTERDAM
34.800627,32.072843,POINT (34.800627 32.072843),700,נחלת יצחק,NAHALT YITZHAK
34.753322,32.040813,POINT (34.753322 32.040813),3245,אור החיים,OR HAHAYIM
34.775644,32.059422,POINT (34.775644 32.059422),35,לוינסקי,ELHANAN EIB LEVINSKY
34.798145,32.125279,POINT (34.798145 32.125279),2141,בן יוסף שלמה,BEN YOSEF
34.776868,32.081844,POINT (34.776868 32.081844),305,מנדלסון,MENDELSO'HN
